#  file: sfRawRanks2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes ranks data for each project. This info 
#  is averaged based on the daily ranks data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, round(avg(rank))
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  rank: the average of ranks for this 60-day period 
proj_unixname	round(avg(rank))
flowers	95064
flowflowmania	17738
flowframework	77635
flowgen	20543
flowgrid	89295
flowlims	46828
flowlive	8584
flowlycp	92044
flowmaps	99025
flowmine	135074
flowpage	66131
flowplay4b2evo	92296
flowplayer	6261
flowrider	37370
flowsc	124486
flowsphpdevenv	107173
flowswot	15353
flowtificx	78483
flowvr	2538
flox	65855
floydeditor	72442
floydnetjstoolb	47645
floz	109784
flpd	56264
flplayer	50341
flprevalence	87234
flptk	119791
flr	12292
flraw	11430
flrtools	91467
flsb	75135
flscplayer	33631
flscsample	95103
flsmplback	70674
fltk	23830
fltk-c-cpp	60746
fltk-ext	11555
fltk-s60	7696
fltkdock	9703
fltkwish	49684
fltlib	50109
fltma	112115
fltopt	139165
fltracker	16294
flu	113215
fluchomat	60684
fluck	35677
fluctus	113280
flud	134149
fluencebackup	38651
fluent	129409
fluentengine	117319
fluenttoc	30523
fluffware	133001
fluffwho	70033
fluffy	25881
flugbuch	110027
flugbuch2	6880
flughafen-info	29140
fluid	23692
fluidcubed	70627
fluideditor	66199
fluidgui	0
fluidice	141890
fluidiom	32910
fluidity	132938
fluidnexus	101984
fluids	47115
fluidtracker	30530
fluidweb	16923
fluidyn	135792
fluix	66563
flujo	49686
flujos	126628
flujotrabajo	60004
flukeem	61265
flumblackjack	43982
fluo	72879
fluorescence	117884
fluorida	100087
fluorine	87472
fluorite	105407
fluoro	117363
fluorocorrect	76985
flup	107065
flurry32	34428
flush	1149
flushphp	80328
flusspferd	5697
flute	54599
flutter	0
flux-capacitor	78996
flux-ui	133423
flux3d	118942
flux4eclipse	32795
fluxbg	0
fluxbox	6024
fluxbox-mm	24260
fluxcms	74867
fluxcygwin	0
fluxion	21225
fluxionbt	32240
fluxircd	130602
fluxlet	39231
fluxor	131993
fluxp	73960
fluxpaper	19934
fluxshot	118562
fluxspace	26569
fluxviz	63991
flv-converter	109923
flv-plug-in	121664
flv23gpkonvert	103084
flv2mpg	103331
flvbuilder	40109
flveditor	35503
flvplayer	110039
flvsharp	113833
flvstreamtcpmp	2230
flvtomp3	2407
flvtoolbox	121135
flvw	49255
flvwebplayer	9569
flwb	163591
flwm	30743
flxajax	49857
flxlab	20673
flxp	129144
fly	4895
fly-position	144771
fly2pdf	25835
fly4free	95903
flyangel	89317
flyaway	0
flybrain	23677
flybuy	110997
flycatcher	59972
flycms	46718
flydict	48918
flydmt	105156
flyer	110445
flyfftarget	61400
flyforfree	92694
flyght	120550
flyhigh	13110
flyim	11757
flying	81374
flyingbuttress	177979
flyingcircus	22749
flyingcow	37978
flyingdonuts	65243
flyingeagle	109547
flyingfoxtreasu	90056
flyinglogbook	103505
flyingobjects	91362
flyingtext	117054
flyingtux	131405
flyingweather	72575
flykeys	79403
flykiller	27939
flykt	109502
flylegacy	14883
flylon-cmmi	112917
flymake	34996
flynextgen	114602
flynnsprint	34174
flyover	142781
flypdf	96880
flypersistence	143058
flysearch	69954
flysimulator	149217
flysite	110343
flysource	7260
flyspray	21277
flyspy	91896
flystyle	63555
flyticket	39246
flytrader	96499
flyweb	161557
flywheel	52290
flywheellegacy	90094
fm-and-php	65094
fm-archive-view	62105
fm-classic	35756
fm-submit	46326
fm1	76713
fm100	18687
fm2mysql	135136
fm3	44946
fma	5134
fmac	15358
fmacj	33979
fmail	20732
fmaild	33285
fmapdisplay	25702
fmapmaker	90334
fmaps	24946
fmbook	105684
fmbux	57959
fmc	53042
fmclient	76427
fmcstencils	7317
fmd2ctl	60014
fmdb	77318
fmdeluxe	58047
fmdom	170491
fmdotnet	35573
fmediaplayer	34942
fmedit	106392
fmenu	20286
fmesh	52387
fmessenger	138686
fmet	39498
fmeval	111027
fmgfax	66505
fmhaberci	87655
fmhuang	105911
fmi	170002
fminus	64543
fmipv6	56925
fmis	13233
fmj	5809
fml	154827
fmli	149912
fmm	23148
fmmc	123859
fmmorpg	102864
fmod-ear	105904
fmodnet	15216
fmonkey-ub	125001
fmonopoly	119206
fmorg	50633
fmountman	63733
fmp	17256
fmp-road	59857
fmp2p	56079
fmpeg-player	52646
fmpp	2710
fmpstats	112619
fmpython	50227
fmreceiver	106597
fmreyetrack	39168
fmri-dmt	67756
fmri-toolbox	48205
fmrii	18682
fms	71312
fms-project	0
fmslogo	1526
fmsm	82779
fmstokenizer	16569
fmsync	0
fmsynth	30960
fmta	51911
fmtm	68034
fmule	114648
fmusicplayer	71099
fmwrk	134378
fmx	130283
fmyclient	117517
fn-javabot	83456
fn-server1	113640
fnas	104322
fnattlab	48713
fnav	58120
fnccheck	46388
fncingtim-util	114692
fnd4j	143867
fndevelop	46879
fndloaderforora	34345
fnessemsbldtsks	111309
fnessenanttasks	56118
fnet	3462
fnetworks	84196
fnews	3106
fnf10	93409
fnfdb	100178
fnfx	34761
fnget	71324
fniggium	60220
fnl	35258
fnofs	141078
fnokii	73805
fnorb	30906
fnord	67163
fnord-reader	104667
fnord0	36352
fnordcat	56954
fnordlog	128326
fnordos	144233
fnp	67432
fnpaint	112338
fnpf	102586
fnr	9705
fns-radius	6693
fnserver	57362
fnswitch	48377
fntc	93780
fntosphpb	128230
fntsample	22583
fnv	89317
fnz	73742
fo2pm	77209
fo2wordml	23481
foa	40363
foac	9479
foaf	152879
foaf-editor	92878
foafgen	99206
foafr	106795
foafrealm	10412
foam	4019
foam2med	4505
foamblade	56863
foamcut	70323
foamlivecd	132833
foamods	53183
foamycore	88109
foat	62595
fob	24652
fobbit	41245
fobs	3680
foca	39179
focal	119684
focalc	138703
focalizer	129428
focallength	114203
focalpoint	123350
foccal	34562
foci	79595
focicounter	62661
fock	115015
focm	111540
foco	123820
foconews	105727
focovil	98189
focs	139307
focus	132036
focus-algorithm	129453
focus-sis	120763
focused-crawler	11576
focusedcrawler	38637
focusphoto	135456
focuspoint	62064
focuspoint2	104549
focusr	43929
focussudoku	106832
fod	66051
fodb	76280
fodt	125824
foebot	86214
fof	88236
fofchart	53168
fofcs	53317
foff	22031
fofmodhemo2	61982
fofoo	134485
fofredux	26642
fofs	52405
fofscrape	77276
fofz	73915
fog	32233
fog-engine	88676
fog-forum	29013
foge	24286
foggplayer	5886
foghlaim	140832
foglightingenvi	99896
foglog	135814
fogweb	113745
fohrcon	42275
foiarequestgen	39484
foicq	63155
foih	77285
foil	13125
foilmaker	9136
foilpresenter	68941
foils	30491
foing	57623
foirequests	129528
fold-server	48492
folder2feed	7668
foldercloak	58553
foldercomparer	73915
foldercontents	68755
foldercopy	133901
folderindexplug	80115
folderlove	25982
foldermonitor	34291
folderol	57812
folderprint	35570
folders	94603
folders-fullset	7074
foldersize	5229
foldersync	40989
foldersynchroni	36857
folderviewer	101223
folderwatcher	133175
folderworks	120406
foldingcd	103320
foldocpocketpc	124906
foldwatcher	14752
folha-livre	16415
folio	22793
folium	36054
folk	12087
folk2onto	95925
folkmind	127038
folksphone	121420
follow	0
followme	51683
followmeip	14561
followtask	92430
followted	138451
followtext	9952
followup	107746
followupmailing	31116
folly	122888
fom	140884
foma	23580
fomlauncher	84772
fomm	396
fomus	77669
fon	173161
fonc	15847
fondoahorro	36370
fondopantalla	115962
fondsathome	46987
fondu	8453
fone	116156
fonehome	33436
fonesoft	90574
fonetiko	76853
fongeso2	18157
fonmon	22932
fonotranscritor	23149
font-sender	69884
fontaine	44992
fontanizer	73467
fontbox	12619
fontboy	156859
fonted	136042
fontforge	1030
fontgen	38141
fonthack123	86519
fontimage	109936
fontlib	92616
fontlinge	5207
fontloader	115582
fontmaker	115089
fontmanager	68406
fontpack	42636
fontserver	137503
fonttools	4168
fontviewer	76426
fontwidget	71843
fontypython	106472
fonzie	51706
foo	12698
foo-title	18347
fooautoplay	82646
foobarx	43001
foobase	53708
foobillard	10822
foobot	61303
foocore	87305
food	72140
food-journal	124490
food4free	19726
foodallergy	107501
foodclub	34311
foodclubcart	96695
foodcoop	25661
foodfactory3d	131477
foodfi	99525
foodfile	126344
foodie	108060
foodkp	26122
foodman	102209
foodsecpro	50922
foodsoft	62805
foodtracker	34467
foodwar	98484
foodyncms	91219
fooengine	48441
foofoo	139330
foogame	135220
foogoo	84114
foohttpserver	35170
fookb	96213
fool	35575
foolbar	137678
foolib	7044
foolirc	43478
fooljam	118780
foolog	98090
foolproof	115682
foolschool	111613
foomarker	63168
foomatic	30914
foomfum	102502
fooms	139862
foomtools	88706
foon	56872
foondump	105652
foonline	0
foonshare	55097
foop	73322
foopga	122932
foopl	80629
foopong	93856
foopopupplus	29970
fooproject	104172
fooripper	40396
foosball	89268
foosh	60965
fooslim	126436
foosnarl	40518
foosnooker	106625
footballadmin	170616
footballbump	59384
footballcms	142663
footballdbedit	118906
footballfever	142045
footballfields	122440
footballmanager	110770
footballs	99718
footballsoccert	63809
footballwebdb	115615
footlab	133830
footnotess7	129214
footom	100262
footothebar	113630
footpath	113943
footprint	93345
footprintdiary	28560
footprintmapper	32303
foots	28687
footsoldier	43646
footunes	130363
footyquiz	56353
footywiz	28876
foowd	67367
fooxspf	94018
fop-dotnet	38364
fopplugin	42765
for-god-2-do	119894
for2html	17930
for2pb	0
forage	117569
forager	106036
foralldb	104906
forasystems	68420
foratdecuc	108284
foravi	118553
foray	21605
forb	98266
forbiddenmagic	53022
force	68268
force-get	43708
force4maven	89672
force4spring	100244
forceable1	106517
forcebasic	51548
forced	111266
forcedattack	29435
forcedeth	151240
forcedunmount	74087
forceextension	36199
forcepad	46696
forcepixie	96684
forces-ng	107764
forcesolve	38847
forcevelocity	73629
forceworkbench	37760
forcheckerc	101975
forchetta	80031
forcis	74375
forck-app	96254
fordiac	3192
fordoc	21553
fordtalker	49185
fore	148761
forecash	31934
forecast	63758
forecastlab	82282
fored	131902
foredia	102164
foredoclet	12646
foregej	89055
foreigndesk	35844
foreignworkersd	99276
forel	46537
foremanreport	125377
foremost	3008
forenseek	22872
forensextract	101874
forensic-ntfs	90467
forensicfct	49889
forensichasher	102935
forensics	145747
forensicx	127962
forensiczone	43373
forensik	116243
forensix	138699
forensxtract	97613
foresight	81170
foresightdb	109308
foresite	158677
forest	149515
forest-all	141698
forest-chm	83260
forest-project	65759
forestdead	117999
forester	137276
forester-atv	76807
forestharvest	88833
forestmap	131480
foreston	125288
foreva	88039
foreverwar	11673
forex	53684
forex-optimizer	103838
forex-tester	67033
forextrader	103441
forextradingsys	88623
forgate	148874
forge-flex	114044
forge3d	90598
forgeaspire	106145
forgedotnet	121248
forgeofeternity	79405
forger	79989
forgerealm	40461
forgerealmdemo	40451
forgery	56634
forgespider	112539
forgetldap	41193
forgetmenot	39002
forgetmenotstag	91273
forgetools	49929
forgotten	57689
forgottenserver	111982
forgottenw2	61740
fork	83293
fork-ait-maze	119432
forkback	0
forkbeard	50403
forkingandcount	91590
forklift	109229
forklifters	67710
forkpackages	69084
forkspop3client	72140
forkthumb	125152
forlatin	36905
forldab	11711
form	175136
form-builder	12899
form-builder-x	119100
form-email	119061
form-generator	40284
form4db	73685
form4j	44298
formae	153266
formag4linux	130043
formagic	25726
formality	113088
formalproof	59220
formantool	137477
formantstat	65399
formapi	0
formatcheck	53051
formato5sat	87601
formattedjtxtbx	24566
formattonecreat	30673
formatxml	64874
formbuilder	120439
formcat	52410
formclipse	11653
formconv	28573
formcreator	118719
formdesigner	27331
forme	109717
formed	176320
formencode	18139
formentry	53919
formfaces	11849
formfeeder	37728
formfieldsgmenu	132854
formfiller	140772
formfillerwpf	46882
formflood	40714
formflow	32888
formfrontier	104327
formgen	182627
formgen2	130365
formgeneral	156451
formgenerator	33167
formgenie	45665
formhammer	17179
formhana	137423
formic	22050
formica	181206
formicidae	56146
formidable	52262
formiga	72337
formigen	155493
formigueto	111047
formitable	44332
formj	56858
formject	116945
formlayoutmaker	5145
formlayouts	62986
formlib	127755
formmagick	16708
formmail	183409
formmaker	94612
formmanager	44448
formol	58753
formonline	138823
formparse	120396
formparser	104601
formproc	33609
formprocessor	104971
formps	65098
forms	103745
forms-framework	118549
formsaver	97122
formscontrol	138252
formsforsorting	45434
formsgen	103533
formsgenerator	24930
formsmaker	113695
formsproject	6712
formstool	178667
formstorm	0
formula	60880
formula-de	111474
formula-manager	71825
formula-solver	109042
formulac	116514
formulacracing	79286
formulaengine	30519
formulaexpressi	25667
formulamailer	116936
formulator	59511
formulavista	125727
formulize	38566
formutils	76849
formvalid	168351
formvalidate	167535
formvalidation	47665
formview	15816
formvolfact	62057
formwizard	22777
formx	76473
formys	110257
fornax	1755
fornix	54416
foro7	135368
forogja	64933
forpascal	59702
forpost	56406
forpy	142539
forrestplugins	28681
forsamplot	123215
forscher	106854
forson	69447
forsythia	120932
fort	55490
forta	15596
fortax	44265
forte	115522
fortefy	106569
fortesreport	13614
fortfreesize	132979
forth-like-lisp	120067
forth-script	10522
forth2	97192
forth2html	126841
forthc	146521
forthtiff	74188
forthvalleycrm	51006
forthy	23709
fortia	129519
fortic	21202
fortis	102016
fortknox	17422
fortluis	117552
fortmail	113524
fortproject	138048
fortran-diagram	61791
fortran-parser	12793
fortran2pascal	46447
fortranposix	45289
fortranxunit	8120
fortrehiddenthe	58480
fortress	28900
fortresses	93287
fortressfwr	93791
fortressos	69797
forts	111025
fortunacms	78944
fortune-manager	0
fortune-mod-fvl	51803
fortune-mod-rpg	78790
fortune-mod-sec	58670
fortune-perl	35386
fortune-saver	139731
fortune-zh-osx	59290
fortune4all	28044
fortunebible	50446
fortunecat	34042
fortunecookies	94895
fortuned	78214
fortunes-net	117832
fortunes-ru-ct	64211
fortunit	58745
forty8	44575
fortytons	78356
fortytwo	40884
fortytwoseconds	146634
foruli	142252
forum	118211
forum-web2	119443
forum2nntp	105030
forum82	41343
forumatlantis	66806
forumbb	66208
forumbot	53549
forumchess	121422
forumconveniens	68721
forumdb	182577
forumdownloader	9274
forumhandler	86011
forumimages	22931
forumlite	142720
forumm	23404
forumnuke	50681
forumocha	130930
forumos	113179
forumpopular	95832
forumromanus	73622
forums	12287
forumscape	67987
forumsoft	124518
forumsoftware	94864
forumstripped	102801
forumwatcher	175180
forumx	69977
forview	81403
forvir	109733
forwarder	107405
forwardtrack	64346
forwd	61317
forxoops	107469
forxy	111918
fos	57716
fosgi	181677
foshq	119719
fosiper	37357
fosite	20060
fosper	109990
foss-concept	118688
fossai	0
fosse	99032
fossforessence	12847
fossgallery	58474
fossil	28575
fossilimage	101775
fossl	103449
fosslvendor	102097
fossology	6601
fosspos	104771
fosswall	26520
fosta	128727
fosup	126393
fosy	112847
fosyp	94683
fot	76230
fotai	76024
fotelo	69483
foth	7482
fotia	75806
fotoalbum	36312
fotobber	72649
fotoblog	84489
fotoblogs	96443
fotocd	21095
fotofix	54040
fotoflow	138960
fotofolders	35587
fotofoo	70233
fotohound	15959
fotok	48523
fotoknox	42921
fotolife	116673
fotolove	144568
fotoon	47240
fotorotate	129004
fotosvsdiverso	92803
fototagger	2944
fotovision	130561
fotovisiondnn	121550
foucault	22263
fouldscms	0
foumart	136123
found-in-space	97326
foundation	57448
foundation-py	174077
foundation-web	96274
foundation2	57906
foundationphys	50626
foundereffect	12189
founderssaga	38649
foundertc	88884
foundry	20362
foundstone	57064
fountain	112679
four	80288
four-buntu	3458
four-dices	69490
fourbar	37549
fourbpp	77608
fourcms	18128
fourconnect	115086
fourdigits	9744
fourdo	27402
fourejpg	95263
fourever	3141
fourfive	34323
fourfreesystem	64482
fourier	124885
fourier-ipal	42804
fourierrocks	33215
fourinarow	80803
fourkay	137273
fourmis	113872
fourmiz	91843
fournews	93667
fouroversix	120575
fourpane	3562
fourscore	81159
fourseu	103414
foursuite	19872
fourthage	56018
fourthdimension	63759
fourthpower	70451
fourtimer	5178
fourtools	57471
fourtwosevenbb	54596
fourwaychess	0
fourwdracer	134493
fourwin3d	90136
fourxfourxfour	145780
fow	78956
fowl	54583
fowlcms	5951
fox	50783
fox-se	105449
fox-toolkit	112878
fox-unit	84263
fox612	72552
foxability	32987
foxace	107801
foxadmin	68681
foxbatfirefox	30585
foxbeans	103743
foxbotgame	97130
foxc	115527
foxcalc	25873
foxcamera	23350
foxcb	77822
foxchan	104680
foxcode	92143
foxcore	125286
foxdesktop	26226
foxdetective	106298
foxdialogeditor	31259
foxeditor	15983
foxen	56925
foxerp	78408
foxesandrabbits	102165
foxeye	83156
foxfe	170484
foxfs	89622
foxglovegroupcp	133460
foxgui	39226
foxhole	14023
foxhunter	116919
foxilist	118666
foximagehost	106684
foxirc	105724
foxitpelauncher	32623
foxjs	93110
foxl2walker	60575
foxlabz	170479
foxline	129941
foxlingo	31556
foxlinks	33397
foxmenu	136033
foxmysql	63184
foxoc	49294
foxon	105349
foxopen	67416
foxos	124208
foxp	32368
foxpg	113840
foxpkg	28290
foxpos	31529
foxpro	69792
foxri	17346
foxrum	107746
foxserv	13855
foxtotal	85393
foxtrot	8304
foxtrotfulltext	58864
foxwmp	27456
foxxfm	88594
foxxy	105311
foxy	45877
fpaanalysistool	26314
fpalbum	51025
fpalsa	40059
fpanel	146290
fparsec	102697
fparser	55833
fpc	38705
fpc-mips	71825
fpc-project	108356
fpcache	110101
fpcalc	3375
fpcbol	39625
fpcc	121612
fpcforgnome	126391
fpcg	79081
fpclib	147918
fpcode	70168
fpd	88489
fpdb	1090
fpdebugger	22849
fpdfgenerator	18330
fpdokumentation	103613
fpf	34371
fpformatcpp	92433
fpg	137653
fpga-vision	16189
fpga2600	152903
fpgac	20119
fpgades	116424
fpgalibre	2512
fpgann	104763
fpgarender	28683
fpgenerator	107905
fpgengine	50026
fpgfx	24771
fpgui	7436
fphack	153109
fphdb	13903
fphoto	152494
fphpcalendar	92620
fping	110732
fpinn	28558
fpix	12496
fpkg	145395
fplan	4135
fplanner	72751
fplayer	62330
fplus	59636
fpm	7711
fpmexpedientes	41042
fpml-toolkit	26126
fpmlib	88316
fpmlobjects	56496
fpmnews	88977
fpncms	126579
fpoc	52746
fpocket	4658
fponguard	119406
fportal	111351
fpp	139647
fprem	128192
fprint	14536
fproc	57509
fprofiler	14091
fprog	49296
fprot4dosgui	129501
fprt	58950
fprulemgr	138305
fps	112640
fps-camera	109597
fps-cerberus	112633
fps-pc	121113
fps370	65226
fpsblr	125617
fpscavetroll	112489
fpschat	105691
fpscreator-test	89383
fpse	113977
fpsharp	37941
fpsstats	55000
fpsstick2009	51779
fpstats	3518
fpt	39453
fptc	50551
fptest	11983
fptp	45752
fpviewer	49325
fpvosd	62309
fpwdman	35526
fpwm	23854
fpxhtmlrender	33781
fqframe	117436
fqms	36216
fqo-nwn2	63207
fqua	121100
fquake	9371
fr-gts	91596
fr1	58109
fr201toolkit	56829
fr4j	86915
fr5	63004
fra	34339
frabserv	104303
frac3d	118777
frac4d	37175
fracas	67605
fraccms	113164
fracgen	84239
frachat	77906
fracplanet	11103
fract	16772
fractal-explore	89185
fractal-flyover	124368
fractal-pvm	119826
fractal-vote	29399
fractalator	82087
fractalbrowser	151424
fractalchaotica	35181
fractalencrypt	132941
fractalexplorer	95288
fractalfabric	89071
fractalfarm	16956
fractalforge	35865
fractalfrost	7097
fractalgallery	120404
fractalgenerato	63692
fractalimage	29433
fractalj	39259
fractalkiss	56515
fractalmuse	83349
fractals	20524
fractalsaver	71060
fractalscreensa	64329
fractalshop	62704
fractalspline	69936
fractasmo	107159
fractcalc	79562
fraction	79155
fractioncalc	43889
fractmus	87116
fractnet	50214
fractopt	78696
fractory	13800
fractuni	20780
fracture	62910
fracturedfates	158662
fracturehealing	126156
fractus	98440
frad-cdrtool	48476
fradera	100882
fradirc	93981
fraendz	70024
frag	0
fragafox	65023
fragdb	120521
fragfest	112486
fragger	61713
fraggles	142340
fragistics	47916
fragit	76205
fraglets	34522
fragma	81263
fragmend	118816
fragments	22816
fragnalloctool	17162
frags	71157
fragstats	138973
fragsundersea	95771
fragtimer	56520
fraid	61109
frails	51586
fraktal	110883
fraktalstudio	119997
fraktpro	60215
fraktron	144605
framacontrib	14408
framakey	49166
framakioskperso	66602
framaplayer	49637
frame-cms	110931
frame-mail	84495
frame2	21997
frame2work	2701
frame3dd	1546
framebyframe	9986
framecms	64245
framecode	50403
frameextractor	83598
framefire	39372
framegrabber	0
framegrabgtk	62486
frameit	21536
framelabcms	5420
framelauncher	76676
frameprocessor	70145
framer	73121
framerd	6427
frames	122492
framestein	39097
frametoolbar	91754
frameuml	6030
framewave	9556
frameweb	26939
framewerk	177034
framewok	40057
framework	127362
framework20	113365
framework4	100438
frameworkatg	82760
frameworkauditr	101870
frameworkchora	41100
frameworkforsoa	0
frameworkjx	76365
frameworkofobej	103425
frameworkphp	24800
frameworkscanne	41719
frameworktest	117676
frammworks	25300
framof	73680
framvisualizer	68582
francefe	122752
francine	61985
francobot	78799
frandom	48423
frank	101934
frankenstein	55516
frankenstem	84080
frankenwall	60633
frankie	31187
franklinmath	6482
frantik	90722
franzysuspectre	26856
frapget	2898
frapiar	0
frapos	120340
fraqtive	9781
frasseotoolsv10	92921
frassino	89798
frassle	52956
frat-accounting	32314
frateagent	92230
fratwars	71126
fraumail	129237
fray	117716
fraybentos	87399
frayed	106732
frazaa	73680
frb	34696
frbyakash	139310
frc-lib	99110
frc330template	115483
frccode	136335
frcoder	31469
frcst-chartlib2	128839
frcteam2002	87581
frdb	109353
frdcsa	94549
frds-linux	102922
fread	139783
freadcakeserver	3682
freagair-ajax	121076
freak-adventure	99858
freak427	18269
freakout	61280
freakspider	81134
freakusb	10741
freakyball	0
freakywheels	137391
freakz	7312
frealms	120169
freapi	119476
freaxos	154030
frec	96340
frech	96763
frecil3d	94426
frecl	47196
frecl2	116498
freco	103721
fred	5076
fred-software	95759
fredblackbook	180326
fredcit	65850
freddi444444	122535
freddie	79430
freddy	58140
freddyimpossibl	75699
fredframework	90043
fredomschool	65586
fredserver	47607
free	48982
free-1s-on-java	34689
free-8	118243
free-babylon	52534
free-bvh-editor	17299
free-c	118502
free-cad	138
free-captive	116994
free-cluedo	115198
free-cmms	13261
free-cms	76772
free-commander	123622
free-doko	0
free-dot-one	153636
free-drugstore	119148
free-ebook	177821
free-econ	140032
free-engine	112128
free-eos	8109
free-erp	133548
free-evolution	68445
free-eye	81382
free-fs	119198
free-go	111069
free-host	96325
free-hrdwre-mng	110300
free-hrt-design	114352
free-ilm	20213
free-iptv	44507
free-irc	149148
free-libcdraw	111994
free-mac-tags	15749
free-market	50142
free-moria	35656
free-mpower	28332
free-mule	89360
free-orion	183773
free-package	24099
free-revolt	122652
free-ria	120872
free-ring-tones	49165
free-sa	981
free-sail	154117
free-scada	1410
free-scp	109691
free-silk	102532
free-sim-8085	136517
free-software	115268
free-to-dream	50721
free-track	121224
free-vision	28604
free-vm	0
free-xdk	148956
free1x2	113243
free2bind	48311
free2dengine	108963
free2share	22539
free2tv	118264
free42	896
free4all	81216
free4project	121777
free60	3923
freeac	90590
freeaccounting	103364
freeacn	110824
freeacs	48466
freeadsp	38070
freeaffiliate	36195
freeage	143799
freeagent	57341
freeais	37733
freeallegiance	57507
freeamos	45886
freeanalysis	20774
freeandeasy	190609
freeaoe	24899
freeasm	83689
freeaspnetsite	116196
freeassociation	16169
freeatrical	99288
freeats	69626
freeaudioguide	93955
freeb-ubl	11044
freeb2	130334
freebackup	73934
freeband	58687
freeband2	25012
freebar	10397
freebase	27032
freebaseballsim	2376
freebased	115321
freebasemidi	117238
freebaser	30211
freebasic	91791
freebasicgui	65661
freebasket	31244
freebaz	102549
freebb	39967
freebbs	47601
freebe	103859
freebe-voodoo	188001
freebeardkp	96153
freebearloganal	94129
freebeer	21161
freebell	171711
freebiblio	115569
freebid	127678
freebios	5763
freebird	118362
freebirth	32404
freeblocksim	43940
freeblog	68432
freebmp	20569
freeboard	113134
freebob	17992
freeboleto	8021
freebom	141320
freebomber	90828
freebon	142140
freeboo	34906
freeboss	136353
freebot	67588
freebots	48152
freebound	121645
freebox	54682
freeboxhdalerte	19749
freebra	114698
freebrain	26383
freebrew	45998
freebridge	0
freebrowser	28272
freebs	72058
freebsc	156938
freebsd-de	124599
freebsdbnep	30027
freebsdcc	64237
freebsdmangos	77071
freebsdtogo	55904
freebsdvn	150255
freebt	79284
freebudget	100595
freebug	153092
freebuilder	46782
freebulletin	101700
freeburn	22089
freeburner	14584
freebv	48795
freebxmlbp	12038
freecache	144403
freecal	102483
freecaller	9314
freecalltracker	130481
freecard	190005
freecasino	161838
freecast	44631
freecat	33303
freecbr	48599
freeceilo	61747
freecell	32221
freecgi	50305
freecgichat	90102
freechess4	72542
freecifsserver	86002
freecity	69224
freecitymod	5255
freeciv	1395
freeciv-forever	49801
freeciv-test	10023
freeciv4palm	153325
freeciv4palmos	52335
freeciv4ppc	127044
freecivac	7101
freecivds	114988
freecl	87211
freeclamav	106678
freeclassifieds	27599
freeclef	38451
freecli	84819
freeclident	109222
freeclient	72593
freeclinic	71055
freeclinicdb	114706
freeclnet	134927
freecloth	42362
freeclx	11057
freeclx4sdl	80061
freecmis	52461
freecml	85748
freecms	182200
freecnc	13464
freecnc-dll	110719
freecobol	0
freecode	105361
freecodex	47540
freecoins	8160
freecoins2xml	84416
freecol	42
freecollab	70583
freecolony	93242
freecom-usb-osx	41335
freecombatsim	120534
freecommander	0
freecommerce	88865
freecommy	78028
freecompresor	80020
freecomputation	80057
freecontent	34598
freecontest	124228
freecontrols	28147
freecopter	92583
freecore	27078
freecores	23548
freecp	36787
freecraft118	121398
freecs	4048
freecssinvoice	93586
freecycle	36878
freed	64979
freed0m	109471
freed3d	34748
freedaisy	47654
freedalss	0
freedata	130511
freedatatable	69811
freedatepicker	53312
freedb	55347
freedb2mysql	18452
freedb2sql	117693
freedb4php	173446
freedbimporter	24964
freedbrdbms	127304
freedce	10777
freedcs	26689
freede	76495
freedeansoffice	5541
freedelete	43730
freedelta	48958
freedem	6052
freedescent	51002
freedesk	148435
freediag	5200
freediagram	127481
freediameter	135442
freedictpl	106974
freedimension	103884
freedimensions	111535
freedip	56838
freediscuss	106534
freediscuz	117232
freedispatch	63905
freedl	116765
freedmoney	59101
freedms	48333
freednc	32617
freednd	131299
freedns	120903
freedo	56631
freedoc	118866
freedock	71377
freedom	73620
freedom-erp	6250
freedom-project	113586
freedom-rpg	88468
freedom-tnf	59083
freedomengine	101948
freedomfighters	90523
freedomforce	38342
freedomnetwork	124952
freedomos	75574
freedompanel	141657
freedomprog	104528
freedoms	112587
freedomstar	62080
freedomtemplate	121714
freedomtoaster	63574
freedomxmlconf	93535
freedonator	36912
freedoor	73159
freedoors	152120
freedos-32	5671
freedos-edlin	23354
freedot	88862
freedownload	193
freedows	51144
freedrm	54166
freedroid	430
freedroidrpgmod	65207
freedrtools	30951
freedso	35794
freedss	124362
freedyndns	157638
freeeasy	35523
freeebay-mercad	96477
freeecu	15454
freeelks	11463
freeems	20334
freeenciclopedy	66213
freeenergy	56983
freeeos	34121
freeerp	58784
freeescripts	90432
